representante,label,respuesta
Michelangelo,positiva,"si dale, agendemos 😊"
Leonardo,neutral,me intereza pero npo ez el mejor timing
Michelangelo,negativa,grkz pero nop nopz zirve
Leonardo,neutral,está bueno pero no es urgente
Donatello,neutral,revisalo con el área de operaciones mejor
Leonardo,neutral,es interesante pero no tengo ancho ahora
Donatello,negativa,"grcs, no estoy evaluando esto"
Donatello,negativa,"npo ez sonmigo, pero grasiaz"
Leonardo,negativa,lo analizamos y no es lo que buscamos
Michelangelo,neutral,puede zervirnopz en otro momento
Donatello,positiva,"suena interesante, me gustaria conocer más"
Donatello,positiva,"Sí, pasame link para agendar."
Donatello,negativa,fw: nop evaluamoz nuevaz zolukionez ezte año
Michelangelo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Leonardo,neutral,está bueno pero no es urgente
Raphael,neutral,hola! puede ke máz adelante zirva
Leonardo,neutral,respondo rapido: no tengo definiciones aún
Leonardo,neutral,"estoy fuera de oficina, lo retomo luego"
Michelangelo,neutral,estamos en medio de otra implementación
Donatello,neutral,está bueno pero no es urgente
Michelangelo,positiva,"zi dale, agendmz 😊"
Leonardo,negativa,"Hola, ya usamos algo similar"
Leonardo,positiva,Agendemos algo y lo evaluamos con el equipo.
Leonardo,neutral,está bueno pero no es urgente
Michelangelo,neutral,hablalo con mi colega (lo estoy cc)
Donatello,negativa,no lo vemos prioritario
Raphael,positiva,"ezto npoz intereza, ¿tienen kazoz de uzo?"
Donatello,neutral,lo veo bien pero no decido yo
Raphael,neutral,ez interezante pero nop tengo ansho ahora
Donatello,neutral,"Gracias, lo tengo en el radar para el futuro"
Leonardo,neutral,hablalo con mi colega (lo estoy cc)
Raphael,negativa,No gracias
Leonardo,positiva,"zí, reunámonpoz. ¿tienen dizponibilidad ezta zemana?"
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Michelangelo,negativa,grcs pero no nos sirve
Leonardo,positiva,estoy cc a mi colega que ve estos temas
Leonardo,positiva,"zí, reunámonopz. ¿tienen dizponibilidad ezta zemana?"
Michelangelo,negativa,"no es conmigo, pero gracias"
Leonardo,neutral,respondo rapido: no tengo definiciones aún
Raphael,negativa,no aplica para nuestra operación actual
Leonardo,neutral,"Gracias, lo tengo en el radar para el futuro"
Donatello,negativa,nop aplisa para nueztra operasión astual
Leonardo,positiva,Agendemos algo y lo evaluamos con el equipo.
Michelangelo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Leonardo,neutral,revisalo con el área de operaciones mejor
Donatello,negativa,lo analizamoz y nop ez lo ke buzsamoz
Raphael,negativa,No
Donatello,positiva,"ia lo hablé internamente, kieren avanzar"
Leonardo,neutral,eztamoz en medio de otra implementasión
Leonardo,negativa,"npop, grasiaz!"
Michelangelo,negativa,fw: nop evaluamoz nuevaz zolukionez ezte año
Donatello,neutral,estamos en medio de otra implementación
Donatello,positiva,"si dale, agendemos 😊"
Raphael,positiva,"Estoy libre el jueves, ¿les va bien?"
Michelangelo,negativa,npo eztoy interezado x el momento
Raphael,neutral,hola! puede que más adelante sirva
Raphael,neutral,hablalo con mi colega (lo estoy cc)
Michelangelo,negativa,"nop me intereza x ahora, grakiaz!"
Michelangelo,neutral,estamos enfocados en otro tipo de soluciones
Leonardo,neutral,aun no hay proyecto
Leonardo,negativa,nop eztoy interezado x el momento
Donatello,neutral,me interesa pero no es el mejor timing
Michelangelo,positiva,eztoy interezado en avanzar son una demostracion.
Leonardo,negativa,nueztro foko eztá en otra área ezte año
Leonardo,neutral,lo vemos en Q3 probablemente
Leonardo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Donatello,negativa,"grcs, no estoy evaluando esto"
Raphael,positiva,"Estoy libre el jueves, ¿les va bien?"
Leonardo,negativa,"nop, gracias!"
Michelangelo,neutral,está bueno pero no es urgente
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Michelangelo,neutral,"estoy fuera de oficina, lo retomo luego"
Michelangelo,neutral,contactame más adelante
Michelangelo,neutral,es interesante pero no tengo ancho ahora
Donatello,negativa,"Hola, ya usamos algo similar"
Raphael,positiva,me intereza explorar ezto máz a fondo.
Raphael,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,neutral,eztamoz en medio de otra implementakión
Raphael,positiva,"respondo desde el celu, agenden y lo veo"
Leonardo,neutral,contactame más adelante
Donatello,positiva,"ya lo hablé internamente, quieren avanzar"
Raphael,negativa,"npop, grakiaz!"
Raphael,neutral,revizalo kon el área de operakionez mejor
Donatello,negativa,"Hola, ya usamos algo similar"
Michelangelo,positiva,Me interesa explorar esto más a fondo.
Leonardo,positiva,me intereza explorar ezto máz a fondo.
Donatello,neutral,ahora eztamoz full son otraz prioridadez
Leonardo,positiva,"eztoy libre el juevez, ¿lez va bien?"
Leonardo,neutral,eztá buenpo pero npo ez urgente
Michelangelo,neutral,aun nop hay proyesto
Donatello,positiva,estoy cc a mi colega que ve estos temas
Michelangelo,neutral,eztamoz en medio de otra implementakión
Leonardo,positiva,"re: me intereza la zolusión, avansen son demostracion"
Raphael,neutral,"eztoy fuera de ofikina, lo retomo luego"
Donatello,negativa,no aplica para nuestra operación actual
Raphael,negativa,No estamos buscando alternativas en este momento
Raphael,positiva,"Estoy libre el jueves, ¿les va bien?"
Donatello,neutral,ez interezante pero nop tengo ankho ahora
Michelangelo,positiva,Estoy interesado en avanzar con una demo.
Raphael,neutral,puede servirnos en otro momento
Raphael,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Donatello,neutral,me interesa pero no es el mejor timing
Michelangelo,negativa,Ya tenemos proveedor
Donatello,neutral,hola! puede que más adelante sirva
Leonardo,positiva,"dale, zigamoz la konverzakión"
Leonardo,positiva,"Dale, coordinemos una llamada para verlo."
Donatello,positiva,"Dale, coordinemos una llamada para verlo."
Donatello,neutral,aun no hay proyecto
Leonardo,neutral,pongamozlo en ztandby
Michelangelo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Donatello,negativa,"nop, gracias!"
Michelangelo,positiva,"si dale, agendemos 😊"
Leonardo,negativa,no lo vemos prioritario
Michelangelo,positiva,"dale, koordinemoz una llamada para verlo."
Raphael,positiva,"zuena interezante, me guztaria sonposer máz"
Leonardo,positiva,"rezpondo dezde el selu, agenden y lo veo"
Raphael,negativa,"Gracias por escribir, pero estamos bien así"
Donatello,negativa,FW: no evaluamos nuevas soluciones este año
Raphael,negativa,grcs pero no nos sirve
Donatello,negativa,"Paso, gracias"
Leonardo,positiva,"me intereza, sompartime máz info x favor."
Leonardo,neutral,tal vez máz adelante en el año.
Raphael,neutral,fw: para revizión en planning de fin de año
Raphael,neutral,revisalo con el área de operaciones mejor
Donatello,neutral,lo veo bien pero no decido yo
Raphael,negativa,"grcs, no estoy evaluando esto"
Raphael,negativa,"npop, grakiaz!"
Raphael,positiva,"Me interesa, compartime más info por favor."
Raphael,neutral,Tal vez más adelante en el año.
Donatello,neutral,me interesa pero no es el mejor timing
Michelangelo,neutral,hola! puede ke máz adelante zirva
Leonardo,positiva,"dale, sigamos la conversación"
Michelangelo,negativa,"hola, ia uzamoz algo zimilar"
Donatello,positiva,"RE: Me interesa la solución, avancen con demo"
Raphael,positiva,"dale, zigamoz la sonverzasión"
Leonardo,neutral,contactame más adelante
Leonardo,neutral,lo veo bien pero no decido yo
Michelangelo,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Leonardo,negativa,Ya tenemos proveedor
Michelangelo,neutral,eztamoz en medio de otra implementakión
Michelangelo,positiva,Agendemos algo y lo evaluamos con el equipo.
Donatello,positiva,"respondo desde el celu, agenden y lo veo"
Raphael,positiva,"Me interesa, compartime más info por favor."
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Donatello,negativa,No gracias
Donatello,neutral,pongamozlo en ztandby
Michelangelo,positiva,"eztoy libre el juevez, ¿lez va bien?"
Raphael,negativa,"no me interesa x ahora, gracias!"
Donatello,negativa,estamos con otro proveedor con contrato vigente
Leonardo,neutral,ez interezante pero nop tengo ankho ahora
Donatello,neutral,puede zervirnpoz en otro momento
Michelangelo,neutral,respondo rapido: no tengo definiciones aún
Leonardo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Raphael,positiva,"lla lo hablé internamente, kieren avanzar"
Leonardo,neutral,pongamozlo en ztandby
Michelangelo,negativa,"no me interesa x ahora, gracias!"
Raphael,positiva,"si dale, agendemos 😊"
Leonardo,negativa,No gracias
Michelangelo,positiva,"zi dale, agendmz 😊"
Leonardo,positiva,podmz agendaar algo para la próxima zemana.
Donatello,negativa,grkz pero nop nopz zirve
Leonardo,negativa,"grakiaz, pero nop me intereza el zervikio x ahora."
Michelangelo,positiva,"dale, sigamos la conversación"
Michelangelo,neutral,me intereza pero npo ez el mejor timing
Raphael,negativa,No estamos buscando alternativas en este momento
Donatello,negativa,estamos con otro proveedor con contrato vigente
Raphael,negativa,fw: npo evaluamoz nuevaz zolukionez ezte año
Raphael,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,positiva,eztoy interezado en avanzar kon una dm.
Raphael,neutral,eztamoz en medio de otra implementakión
Leonardo,negativa,"Paso, gracias"
Leonardo,negativa,"Gracias por escribir, pero estamos bien así"
Raphael,neutral,me interesa pero no es el mejor timing
Leonardo,positiva,"dale, sigamos la conversación"
Michelangelo,negativa,Nuestro foco está en otra área este año
Michelangelo,neutral,hablalo con mi colega (lo estoy cc)
Michelangelo,positiva,podemostracionz haker una reunión la zemana próxima.
Donatello,neutral,FW: para revisión en planning de fin de año
Donatello,positiva,"RE: Me interesa la solución, avancen con demo"
Leonardo,negativa,"npop, grasiaz!"
Leonardo,positiva,"zuena interezante, me guztaria konopker máz"
Leonardo,negativa,no aplica para nuestra operación actual
Donatello,positiva,estoy cc a mi colega que ve estos temas
Leonardo,negativa,grcs pero no nos sirve
Raphael,neutral,puede zervirnpoz en otro momento
Donatello,neutral,"eztoy fuera de ofisina, lo retomo luego"
Leonardo,neutral,lo vemoz en q3 probablemente
Donatello,neutral,pongamoslo en standby
Michelangelo,neutral,puede zervirnpoz en otro momento
Donatello,neutral,revizalo kon el área de operakionez mejor
Donatello,neutral,hola! puede que más adelante sirva
Raphael,negativa,"grakiaz, pero npo me intereza el zervikio x ahora."
Raphael,negativa,"no me interesa x ahora, gracias!"
Raphael,negativa,lo analizamos y no es lo que buscamos
Michelangelo,positiva,Estoy interesado en avanzar con una demo.
Donatello,negativa,FW: no evaluamos nuevas soluciones este año
Donatello,neutral,está bueno pero no es urgente
Leonardo,positiva,"zi dale, agendemostracionz 😊"
Donatello,neutral,contactame más adelante
Michelangelo,neutral,"Gracias, lo tengo en el radar para el futuro"
Michelangelo,neutral,revisalo con el área de operaciones mejor
Raphael,negativa,lo analizamos y no es lo que buscamos
Michelangelo,neutral,sontastame máz adelante
Leonardo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Leonardo,positiva,podmz agendaar algo para la próxima zemana.
Raphael,positiva,"ezto nopz intereza, ¿tienen sazoz de uzo?"
Raphael,negativa,fw: nop evaluamoz nuevaz zolukionez ezte año
Leonardo,neutral,pongamoslo en standby
Raphael,positiva,"RE: Me interesa la solución, avancen con demo"
Leonardo,neutral,puede servirnos en otro momento
Donatello,positiva,"Me interesa, compartime más info por favor."
Raphael,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Leonardo,negativa,No gracias
Raphael,negativa,eztamoz kon otro proveedor kon kontrato vigente
Leonardo,neutral,ez interezante pero nop tengo ansho ahora
Raphael,neutral,ez interezante pero npo tengo ankho ahora
Michelangelo,positiva,"eztoy libre el juevez, ¿lez va bien?"
Michelangelo,positiva,"eztoy libre el juevez, ¿lez va bien?"
Leonardo,neutral,hola! puede que más adelante sirva
Donatello,neutral,estamos en medio de otra implementación
Leonardo,positiva,"ya lo hablé internamente, quieren avanzar"
Raphael,positiva,Podemos hacer una reunión la semana próxima.
Donatello,positiva,"me intereza, sompartime máz info x favor."
Raphael,negativa,"Gracias por escribir, pero estamos bien así"
Donatello,negativa,"hola, lla uzamoz algo zimilar"
Raphael,neutral,hablalo kon mi kolega (lo eztoy kk)
Leonardo,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,neutral,es interesante pero no tengo ancho ahora
Raphael,positiva,Me interesa explorar esto más a fondo.
Leonardo,negativa,eztamoz son otro proveedor son sontrato vigente
Donatello,neutral,rezpondo rapido: npo tengo definikionez aún
Donatello,positiva,"zí, reunámonopz. ¿tienen dizponibilidad ezta zemana?"
Donatello,neutral,revisalo con el área de operaciones mejor
Donatello,negativa,"no me interesa x ahora, gracias!"
Leonardo,negativa,no aplica para nuestra operación actual
Leonardo,positiva,estoy cc a mi colega que ve estos temas
Raphael,negativa,No estoy interesado por el momento
Michelangelo,negativa,"Hola, ya usamos algo similar"
Leonardo,negativa,"grsz, npo eztoy evaluando ezto"
Donatello,positiva,"Sí, pasame link para agendar."
Raphael,negativa,estamos con otro proveedor con contrato vigente
Donatello,positiva,"dale, sigamos la conversación"
Donatello,positiva,"Sí, pasame link para agendar."
Leonardo,negativa,grcs pero no nos sirve
Raphael,negativa,no lo vemos prioritario
Leonardo,neutral,revisalo con el área de operaciones mejor
Leonardo,negativa,No
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Michelangelo,neutral,"grasiaz, lo tengo en el radar para el futuro"
Donatello,positiva,"si dale, agendemos 😊"
Leonardo,neutral,aun nop hay proyesto
Donatello,neutral,Tal vez más adelante en el año.
Donatello,negativa,nueztro foko eztá en otra área ezte año
Michelangelo,negativa,estamos con otro proveedor con contrato vigente
Michelangelo,neutral,hola! puede que más adelante sirva
Leonardo,neutral,hablalo con mi colega (lo estoy cc)
Donatello,positiva,podemostracionz haker una reunión la zemana próxima.
Donatello,positiva,podemostracionz agendaar algo para la próxima zemana.
Leonardo,negativa,No estoy interesado por el momento
Leonardo,neutral,contactame más adelante
Raphael,neutral,tal vez máz adelante en el año.
Leonardo,positiva,Agendemos algo y lo evaluamos con el equipo.
Leonardo,positiva,"si dale, agendemos 😊"
Raphael,negativa,No
Donatello,neutral,Tal vez más adelante en el año.
Leonardo,neutral,respondo rapido: no tengo definiciones aún
Raphael,neutral,hablalo son mi solega (lo eztoy ss)
Leonardo,negativa,Nuestro foco está en otra área este año
Leonardo,neutral,respondo rapido: no tengo definiciones aún
Donatello,negativa,no lo vemos prioritario
Michelangelo,neutral,hablalo son mi solega (lo eztoy ss)
Michelangelo,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,negativa,"no me interesa x ahora, gracias!"
Raphael,negativa,No estoy interesado por el momento
Donatello,negativa,No estamos buscando alternativas en este momento
Donatello,neutral,estamos enfocados en otro tipo de soluciones
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Donatello,positiva,"si dale, agendemos 😊"
Michelangelo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Raphael,negativa,"Hola, ya usamos algo similar"
Michelangelo,positiva,"zí, pazame link para agendaar."
Donatello,neutral,lo vemoz en q3 probablemente
Donatello,positiva,"si dale, agendemos 😊"
Raphael,neutral,es interesante pero no tengo ancho ahora
Donatello,negativa,"Hola, ya usamos algo similar"
Donatello,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Leonardo,positiva,"zí, me parese relevante para lo ke buzsamoz"
Donatello,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Leonardo,positiva,"sí, me parece relevante para lo que buscamos"
Michelangelo,negativa,Nuestro foco está en otra área este año
Donatello,negativa,"nop me intereza x ahora, grakiaz!"
Michelangelo,negativa,"no es conmigo, pero gracias"
Leonardo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Donatello,negativa,"npo me intereza x ahora, grasiaz!"
Donatello,positiva,"rezpondo dezde el selu, agenden y lo veo"
Michelangelo,negativa,no lo vemos prioritario
Michelangelo,positiva,"me intereza, kompartime máz info x favor."
Donatello,negativa,estamos con otro proveedor con contrato vigente
Leonardo,neutral,fw: para revizión en planning de fin de año
Donatello,negativa,no lo vemos prioritario
Leonardo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Raphael,positiva,"suena interesante, me gustaria conocer más"
Leonardo,negativa,nop lo vemoz prioritario
Leonardo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Donatello,neutral,revizalo kon el área de operakionez mejor
Michelangelo,neutral,eztá buenpo pero npo ez urgente
Michelangelo,positiva,Agendemos algo y lo evaluamos con el equipo.
Leonardo,positiva,"Estoy libre el jueves, ¿les va bien?"
Leonardo,positiva,"dale, sigamos la conversación"
Michelangelo,neutral,es interesante pero no tengo ancho ahora
Donatello,neutral,pongamoslo en standby
Raphael,positiva,"RE: Me interesa la solución, avancen con demo"
Donatello,neutral,contactame más adelante
Michelangelo,positiva,"Dale, coordinemos una llamada para verlo."
Leonardo,negativa,"npo me intereza x ahora, grakiaz!"
Michelangelo,positiva,"Sí, pasame link para agendar."
Donatello,neutral,aun no hay proyecto
Leonardo,neutral,puede servirnos en otro momento
Leonardo,negativa,"nop, gracias!"
Michelangelo,neutral,lo vemos en Q3 probablemente
Leonardo,neutral,está bueno pero no es urgente
Leonardo,negativa,nueztro foso eztá en otra área ezte año
Leonardo,neutral,estamos en medio de otra implementación
Michelangelo,neutral,hola! puede ke máz adelante zirva
Donatello,positiva,"Dale, coordinemos una llamada para verlo."
Raphael,negativa,No estamos buscando alternativas en este momento
Donatello,negativa,grcs pero no nos sirve
Donatello,positiva,"zi dale, agendemostracionz 😊"
Donatello,negativa,"Gracias, pero no me interesa el servicio por ahora."
Leonardo,neutral,aun nop hay proyekto
Raphael,neutral,Tal vez más adelante en el año.
Michelangelo,neutral,fw: para revizión en planning de fin de año
Raphael,negativa,"Hola, ya usamos algo similar"
Donatello,positiva,"dale, zigamoz la konverzakión"
Raphael,positiva,"Me interesa, compartime más info por favor."
Donatello,negativa,"Gracias por escribir, pero estamos bien así"
Donatello,positiva,"me intereza, sompartime máz info x favor."
Donatello,positiva,"eztoy libre el juevez, ¿lez va bien?"
Michelangelo,neutral,puede zervirnpoz en otro momento
Leonardo,positiva,"zi dale, agendemostracionz 😊"
Donatello,neutral,FW: para revisión en planning de fin de año
Raphael,neutral,pongamozlo en ztandby
Raphael,negativa,nop eztamoz buzsando alternativaz en ezte momento
Donatello,negativa,"pazo, grasiaz"
Raphael,neutral,puede servirnos en otro momento
Leonardo,negativa,No
Raphael,negativa,ia tenemoz proveedor
Michelangelo,negativa,nueztro foso eztá en otra área ezte año
Donatello,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Leonardo,neutral,revisalo con el área de operaciones mejor
Leonardo,neutral,sontastame máz adelante
Leonardo,negativa,npo eztamoz buzkando alternativaz en ezte momento
Leonardo,positiva,"suena interesante, me gustaria conocer más"
Leonardo,negativa,FW: no evaluamos nuevas soluciones este año
Donatello,positiva,"zí, reunámonpoz. ¿tienen dizponibilidad ezta zemana?"
Michelangelo,neutral,me interesa pero no es el mejor timing
Leonardo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Donatello,negativa,"grcs, no estoy evaluando esto"
Donatello,neutral,fw: para revizión en planning de fin de año
Leonardo,neutral,está bueno pero no es urgente
Leonardo,negativa,eztamoz son otro proveedor son sontrato vigente
Raphael,positiva,"suena interesante, me gustaria conocer más"
Donatello,neutral,"estoy fuera de oficina, lo retomo luego"
Donatello,negativa,lo analizamos y no es lo que buscamos
Donatello,neutral,hola! puede ke máz adelante zirva
Donatello,neutral,fw: para revizión en planning de fin de año
Leonardo,neutral,lo veo bien pero nop desido yo
Donatello,neutral,puede zervirnopz en otro momento
Raphael,positiva,"Sí, pasame link para agendar."
Donatello,neutral,aun npo hay proyekto
Michelangelo,neutral,puede servirnos en otro momento
Raphael,positiva,"suena interesante, me gustaria conocer más"
Michelangelo,positiva,eztoy kk a mi kolega ke ve eztoz temaz
Leonardo,negativa,lo analizamos y no es lo que buscamos
Michelangelo,negativa,grcs pero no nos sirve
Raphael,negativa,"Hola, ya usamos algo similar"
Donatello,negativa,"nopp, grakiaz!"
Leonardo,neutral,me interesa pero no es el mejor timing
Donatello,negativa,No
Raphael,negativa,No estamos buscando alternativas en este momento
Michelangelo,negativa,"no me interesa x ahora, gracias!"
Leonardo,positiva,"Estoy libre el jueves, ¿les va bien?"
Leonardo,positiva,"eztoy libre el juevez, ¿lez va bien?"
Michelangelo,neutral,pongamoslo en standby
Michelangelo,negativa,"nop ez konmigo, pero grakiaz"
Donatello,positiva,"hola, grakiaz x ezkribirme. zí, me intereza."
Leonardo,negativa,Nuestro foco está en otra área este año
Donatello,positiva,estoy cc a mi colega que ve estos temas
Donatello,neutral,tal vez máz adelante en el año.
Michelangelo,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,neutral,me intereza pero npo ez el mejor timing
Donatello,neutral,Tal vez más adelante en el año.
Michelangelo,positiva,"suena interesante, me gustaria conocer más"
Leonardo,neutral,rezpondo rapido: nop tengo definikionez aún
Leonardo,positiva,"zí, me pareke relevante para lo ke buzkamoz"
Donatello,neutral,revizalo son el área de operasionez mejor
Raphael,neutral,me intereza pero nop ez el mejor timing
Leonardo,negativa,grsz pero nop nopz zirve
Raphael,neutral,lo vemos en Q3 probablemente
Leonardo,positiva,"respondo desde el celu, agenden y lo veo"
Donatello,neutral,respondo rapido: no tengo definiciones aún
Donatello,negativa,"nop, gracias!"
Michelangelo,positiva,estoy cc a mi colega que ve estos temas
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Donatello,positiva,podmz agndar algo para la próxima zemana.
Leonardo,neutral,lo vemos en Q3 probablemente
Leonardo,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,neutral,ahora estamos full con otras prioridades
Michelangelo,neutral,contactame más adelante
Michelangelo,neutral,eztá buenop pero nop ez urgente
Leonardo,positiva,eztoy interezado en avanzar kon una demostracion.
Michelangelo,negativa,"grasiaz, pero npo me intereza el zervisio x ahora."
Leonardo,positiva,"dale, koordinemoz una llamada para verlo."
Donatello,negativa,"nop, gracias!"
Raphael,neutral,Tal vez más adelante en el año.
Leonardo,positiva,"dale, zigamoz la sonverzasión"
Michelangelo,positiva,"ya lo hablé internamente, quieren avanzar"
Leonardo,negativa,no lo vemos prioritario
Donatello,neutral,ez interezante pero nop tengo ankho ahora
Raphael,negativa,No estoy interesado por el momento
Donatello,negativa,Ya tenemos proveedor
Donatello,positiva,estoy cc a mi colega que ve estos temas
Donatello,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Raphael,neutral,hola! puede ke máz adelante zirva
Raphael,positiva,"ya lo hablé internamente, quieren avanzar"
Donatello,negativa,"no es conmigo, pero gracias"
Michelangelo,neutral,estamos enfocados en otro tipo de soluciones
Donatello,neutral,revisalo con el área de operaciones mejor
Michelangelo,positiva,"RE: Me interesa la solución, avancen con demo"
Donatello,positiva,"zí, pazame link para agendaar."
Donatello,positiva,"ezto nopz intereza, ¿tienen kazoz de uzo?"
Donatello,positiva,estoy cc a mi colega que ve estos temas
Michelangelo,positiva,"zí, me parese relevante para lo ke buzsamoz"
Leonardo,neutral,hablalo con mi colega (lo estoy cc)
Leonardo,negativa,nop eztamoz buzsando alternativaz en ezte momento
Leonardo,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Michelangelo,negativa,grcs pero no nos sirve
Michelangelo,positiva,estoy cc a mi colega que ve estos temas
Donatello,negativa,Ya tenemos proveedor
Raphael,positiva,"dale, zigamoz la sonverzasión"
Raphael,neutral,está bueno pero no es urgente
Donatello,positiva,"zuena interezante, me guztaria sonposer máz"
Leonardo,negativa,"nop ez sonmigo, pero grasiaz"
Michelangelo,negativa,ia tenemoz proveedor
Michelangelo,positiva,podemostracionz haker una reunión la zemana próxima.
Donatello,negativa,"no me interesa x ahora, gracias!"
Leonardo,positiva,estoy cc a mi colega que ve estos temas
Raphael,positiva,"Dale, coordinemos una llamada para verlo."
Michelangelo,neutral,ahora estamos full con otras prioridades
Leonardo,neutral,lo vemoz en q3 probablemente
Donatello,neutral,contactame más adelante
Leonardo,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,neutral,aun nop hay proyekto
Donatello,positiva,"RE: Me interesa la solución, avancen con demo"
Raphael,positiva,"lla lo hablé internamente, kieren avanzar"
Raphael,negativa,lla tenemoz proveedor
Raphael,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Raphael,positiva,Me interesa explorar esto más a fondo.
Leonardo,negativa,No estoy interesado por el momento
Leonardo,neutral,aun no hay proyecto
Leonardo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Donatello,positiva,"dale, zigamoz la sonverzasión"
Leonardo,negativa,Ya tenemos proveedor
Donatello,neutral,es interesante pero no tengo ancho ahora
Raphael,neutral,pongamoslo en standby
Leonardo,positiva,"si dale, agendemos 😊"
Leonardo,neutral,Tal vez más adelante en el año.
Michelangelo,neutral,fw: para revizión en planning de fin de año
Leonardo,neutral,pongamozlo en ztandby
Donatello,positiva,Me interesa explorar esto más a fondo.
Raphael,negativa,"grakiaz x ezkribir, pero eztamoz bien azí"
Donatello,neutral,respondo rapido: no tengo definiciones aún
Raphael,positiva,"dale, zigamoz la konverzakión"
Donatello,positiva,"zí, reunámonpoz. ¿tienen dizponibilidad ezta zemana?"
Leonardo,neutral,aun npo hay proyesto
Raphael,negativa,"nop, gracias!"
Donatello,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,positiva,eztoy ss a mi solega ke ve eztoz temaz
Michelangelo,negativa,lla tenemoz proveedor
Michelangelo,negativa,"pazo, grakiaz"
Leonardo,neutral,revisalo con el área de operaciones mejor
Raphael,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Raphael,negativa,"hola, lla uzamoz algo zimilar"
Leonardo,negativa,"Gracias por escribir, pero estamos bien así"
Leonardo,negativa,npo lo vemoz prioritario
Leonardo,positiva,eztoy interezado en avanzar kon una demostracion.
Donatello,positiva,"Me interesa, compartime más info por favor."
Donatello,neutral,contactame más adelante
Leonardo,positiva,Me interesa explorar esto más a fondo.
Donatello,positiva,"Dale, coordinemos una llamada para verlo."
Raphael,neutral,estamos enfocados en otro tipo de soluciones
Leonardo,neutral,"estoy fuera de oficina, lo retomo luego"
Donatello,negativa,"Paso, gracias"
Raphael,neutral,"estoy fuera de oficina, lo retomo luego"
Donatello,neutral,ahora eztamoz full son otraz prioridadez
Leonardo,neutral,ez interezante pero npo tengo ansho ahora
Leonardo,negativa,grcs pero no nos sirve
Leonardo,negativa,"npo ez sonmigo, pero grasiaz"
Raphael,negativa,grcs pero no nos sirve
Donatello,neutral,FW: para revisión en planning de fin de año
Donatello,neutral,ahora eztamoz full son otraz prioridadez
Donatello,negativa,lo analizamoz y nop ez lo ke buzsamoz
Donatello,positiva,"Me interesa, compartime más info por favor."
Leonardo,negativa,no aplica para nuestra operación actual
Raphael,positiva,"re: me intereza la zolukión, avanken kon demostracion"
Donatello,neutral,pongamoslo en standby
Donatello,neutral,está bueno pero no es urgente
Michelangelo,positiva,"sí, me parece relevante para lo que buscamos"
Leonardo,positiva,"ezto npoz intereza, ¿tienen kazoz de uzo?"
Donatello,negativa,npo eztamoz buzkando alternativaz en ezte momento
Donatello,positiva,eztoy kk a mi kolega ke ve eztoz temaz
Raphael,negativa,grcs pero no nos sirve
Donatello,positiva,"lla lo hablé internamente, kieren avanzar"
Michelangelo,neutral,aun no hay proyecto
Donatello,positiva,"si dale, agendemos 😊"
Donatello,neutral,contactame más adelante
Michelangelo,negativa,ia tenemoz proveedor
Michelangelo,positiva,Agendemos algo y lo evaluamos con el equipo.
Donatello,negativa,grcs pero no nos sirve
Donatello,negativa,npo eztoy interezado x el momento
Michelangelo,negativa,no lo vemos prioritario
Donatello,positiva,"ya lo hablé internamente, quieren avanzar"
Donatello,negativa,"grasiaz, pero npo me intereza el zervisio x ahora."
